x_bucket,y_bucket,direction,q_move,q_turn_r,q_turn_l,q_still
0,1,0,0,-0.00625519,-0.0057074,-0.00646058
0,1,1,0.0688071,0,0,0
0,1,3,0,-0.000782548,0,0
0,2,0,-0.00421693,0.160747,-0.0337169,-0.0207962
0,2,1,0.572912,-0.0167752,-0.016487,0.093438
0,2,2,0.141408,-0.0440669,0.0854144,-0.0138115
0,2,3,-0.463562,-0.0284708,-0.00590265,-0.0370992
0,3,0,0.465658,0.985395,0.264976,0.565067
0,3,1,1.54259,0.544445,0.564746,0.90614
0,3,2,0.589955,0.197586,0.915677,0.474186
0,3,3,-0.281461,0.552059,0.46341,0.207049
0,4,0,0.61293,1.10802,0.445426,0.714803
0,4,1,1.68212,0.726472,0.719626,1.11073
0,4,2,0.645152,0.45077,1.11501,0.717568
0,4,3,-0.178931,0.714504,0.71831,0.437593
0,5,0,0.157758,0.212107,-0.0273321,0.0194576
0,5,1,0.877978,0.0121719,0.0134189,0.279292
0,5,2,0.0336556,-0.0454083,0.305665,-0.00276222
0,5,3,-0.582134,-0.00190452,0.00413219,-0.0409007
0,6,0,-0.0103035,-0.020338,-0.000234764,-0.0107008
0,6,1,0,-0.0112486,-0.0162923,-0.0160965
0,6,2,-0.000234764,-0.01118,-0.00646058,0
0,6,3,-0.0057074,-0.0112691,-0.00625519,0.00625519
1,0,0,-0.0107008,0.0179274,-0.00625519,-0.0150695
1,0,1,0.213651,-0.00625519,-0.0057074,0.0197942
1,0,2,0,0,0.0229219,0
1,0,3,-0.235339,-0.0057074,-0.00476779,-0.0117278
1,1,0,-0.0337451,0.00914432,-0.0347773,-0.0321986
1,1,1,0.257226,-0.0267981,-0.0164229,0.00624691
1,1,2,0.0194434,-0.0187768,0.0056782,0
1,1,3,-0.348237,-0.0354388,-0.0202855,-0.0176521
1,2,0,0.131111,0.50956,-0.0127624,0.199248
1,2,1,1.02365,0.170302,0.163714,0.510638
1,2,2,0.233162,0.0135145,0.514138,0.190092
1,2,3,-0.91878,0.140569,0.201135,-0.00794669
1,3,0,0.504942,1.07575,0.247103,0.54017
1,3,1,1.73005,0.581153,0.646915,1.02247
1,3,2,0.665025,0.225705,1.00081,0.518852
1,3,3,-0.743213,0.500595,0.528607,0.135046
1,4,0,0.714957,1.2766,0.510312,0.810236
1,4,1,1.95745,0.842945,0.838257,1.28311
1,4,2,0.769232,0.516911,1.29062,0.823483
1,4,3,-0.509532,0.795385,0.820393,0.490575
1,5,0,0.498148,0.498761,0.0249664,0.168917
1,5,1,1.00292,0.194784,0.196857,0.4347
1,5,2,0.0814395,0.0189048,0.506569,0.144346
1,5,3,-0.93476,0.21312,0.0899125,0.00725654
1,6,0,0.00663293,0.00211411,-0.0159732,-0.00648114
1,6,1,0.163138,-0.0057074,-0.0165216,0
1,6,2,-0.0107008,0,-0.00674981,0.00625519
1,6,3,0,-0.0054935,0,0
2,0,0,-0.0254537,0.00447433,-0.0239544,-0.00606875
2,0,1,0.122521,-0.00625519,-0.00625519,0.00447433
2,0,2,0,0.00625519,0,0
2,0,3,-0.346376,-0.0149058,0,-0.0112066
2,1,0,-0.0175064,0.0212054,-0.0248402,-0.0202621
2,1,1,0.261133,-0.0108784,-0.0368973,0.0240492
2,1,2,-0.0113365,-0.00625519,0.0333239,-0.011836
2,1,3,-0.506293,-0.00537204,-0.0145024,-0.0211753
2,2,0,0.0276851,0.325948,-0.0241827,0.0781125
2,2,1,0.811695,0.106863,0.111607,0.374256
2,2,2,0.111741,-0.0181848,0.389339,-0.010521
2,2,3,-0.919354,0.0338096,0.0729401,-0.0278039
2,3,0,0.61729,1.3487,0.279993,0.688617
2,3,1,2.20825,0.625075,0.801447,1.24966
2,3,2,0.712531,0.132627,1.14699,0.523433
2,3,3,-0.857369,0.704388,0.302951,0.173718
2,4,0,0.931798,1.72742,0.700736,1.1097
2,4,1,2.649,1.15255,1.14849,1.73824
2,4,2,0.961872,0.650883,1.73283,1.07821
2,4,3,-0.503715,1.13331,1.04738,0.629985
2,5,0,0.493872,0.253713,-0.0265176,0.0541694
2,5,1,0.764635,0.0685304,0.0990941,0.224902
2,5,2,-0.00343209,-0.0278365,0.334488,-0.000411784
2,5,3,-0.809924,0.0445377,0.0128685,-0.0201793
2,6,2,-0.0119075,0,0,0
2,7,0,-0.0122234,-0.0143464,-0.0112346,-0.0119075
2,7,1,0.24296,-0.00604129,-0.0244985,0.0161229
2,7,2,-0.0199493,-0.00691422,-0.010816,-0.0171356
2,7,3,-0.245167,-0.00625519,-0.0125923,-0.0117022
3,2,0,0.041397,0.302988,-0.0302696,0.0193825
3,2,1,0.865226,0.0245317,0.0377715,0.286776
3,2,2,0.109215,-0.0175291,0.301472,-0.000511967
3,2,3,-0.575671,0.0541191,0.0284579,-0.0243821
3,3,0,0.938403,1.97983,0.44505,0.839441
3,3,1,3.59452,1.13109,1.18689,1.86007
3,3,2,1.27001,0.300159,1.96113,0.853808
3,3,3,-0.502779,1.00439,0.683197,0.31301
3,4,0,1.54502,2.81872,0.814088,1.57445
3,4,1,4.38599,1.94185,1.90659,2.88273
3,4,2,1.72697,0.687993,2.88414,1.57473
3,4,3,-0.476183,1.67485,1.40182,0.366531
3,5,0,0.75566,0.0332424,-0.00187888,0.0667488
3,5,1,0.633093,0.021437,0.104203,0.00970988
3,5,2,0.00540875,0.0065412,0.197236,0.0240633
3,5,3,-0.697423,0.180692,-0.0140372,-0.0144318
3,7,0,0,0,-0.00625519,0.00625519
3,7,1,0,0,0.00625519,0
3,7,3,-0.119396,0,0,0
4,1,0,0,0,-0.0117278,0.00625519
4,1,2,0.00564145,0,0,0
4,1,3,-0.235339,-0.0057074,-0.00625519,0
4,2,0,0.0384482,0.366427,-0.0302545,0.0902519
4,2,1,0.883264,0.0428555,0.089544,0.38757
4,2,2,0.21523,-0.0232738,0.315034,0.00368913
4,2,3,-0.502515,0.0415628,0.0421784,-0.0296793
4,3,0,0.746601,4.32592,0.200471,1.1264
4,3,1,7.68998,1.21889,2.57292,3.80099
4,3,2,1.51584,0.149351,3.20455,1.06214
4,3,3,-0.517477,1.13809,0.465863,0.158203
