x_bucket,y_bucket,direction,q_move,q_turn_r,q_turn_l,q_still
0,1,0,0,0.0123837,0,0
0,1,1,0.13622,-0.0123837,0,0
0,1,2,0,0.0123837,0,0
0,1,3,0,0,0,0
0,2,0,0.0665541,0.465678,-0.0214703,0.0704704
0,2,1,0.803362,0.0833968,0.132486,0.385197
0,2,2,0.232904,-0.0568265,0.338406,0.0821793
0,2,3,-0.587022,0.0635075,0.1045,-0.0430676
0,3,0,0.81283,1.28643,0.52818,0.848558
0,3,1,1.91684,0.829447,0.840561,1.17564
0,3,2,0.665626,0.421109,1.23061,0.715375
0,3,3,-0.316402,0.852035,0.76508,0.422395
0,4,0,0.875128,2.50683,0.797333,1.07335
0,4,1,3.87552,1.83988,1.5871,2.6018
0,4,2,1.13357,0.750061,2.67176,1.065
0,4,3,0.151158,0.950614,1.21937,0.665362
0,5,0,0.34326,0.450049,-0.0132639,0.195028
0,5,1,0.863676,0.156813,0.121745,0.425019
0,5,2,0.114073,0.00935552,0.439099,0.0582647
0,5,3,-0.741165,0.182813,0.0240852,-0.0102838
0,6,0,0.0704233,-0.000216204,0,0
0,6,1,0.111453,-0.0175126,0.0147734,0
0,6,2,-0.021831,-0.0105035,-0.0167045,-0.0123837
0,6,3,0,-0.00306711,-0.0235398,-0.0231691
1,1,0,-0.0246953,-0.0045067,-0.0217002,-0.0442388
1,1,1,0.114304,-0.0271933,0.0147734,0.0074976
1,1,2,-0.000677365,-0.0509334,0.0169523,-0.0283409
1,1,3,-0.260057,-0.0316679,-0.0296545,-0.0431281
1,2,0,0.0519197,0.37525,-0.064051,0.058206
1,2,1,0.805194,-0.0277988,0.0703343,0.376317
1,2,2,0.192483,-0.0653981,0.0412764,-0.0453902
1,2,3,-0.96803,0.000203841,-0.0514253,-0.047964
1,3,0,0.685534,1.46311,0.48155,0.83018
1,3,1,2.5425,0.689936,0.874124,1.2059
1,3,2,0.665056,0.229176,1.13785,0.493836
1,3,3,-0.671257,0.81495,0.528838,0.357361
1,4,0,0.93173,3.65399,0.718636,0.986477
1,4,1,5.51962,1.85786,2.34158,3.84104
1,4,2,1.24043,0.719765,3.10743,1.06292
1,4,3,-0.397789,1.28133,0.77901,0.637385
1,5,0,0.225247,0.320875,-0.0287093,0.0495373
1,5,1,0.913859,0.129114,0.0914673,0.352095
1,5,2,0.0240931,-0.0123837,0.42216,0.0494193
1,5,3,-0.78594,-0.0123837,0.0990283,-0.0379496
1,6,0,0.0604049,0.293514,-0.0106701,0.0922235
1,6,1,0.688227,-0.00328262,0.0604049,0.306662
1,6,2,-0.0316123,0.000756237,0.167243,-0.019611
1,6,3,-0.784109,0.073792,-0.0215543,-0.0126988
2,1,0,0,0,-0.0123837,0.0123837
2,1,2,-0.0123837,0.0147734,0,0
2,1,3,0,0,-0.000216204,-0.00999393
2,2,0,-0.0217002,-0.0196778,-0.0385051,-0.0434898
2,2,1,0.487275,-0.0111155,-0.0248084,0.193632
2,2,2,-0.0110812,-0.0333769,0.146635,0.00633525
2,2,3,-0.464127,-0.0258259,-0.000673848,-0.0470535
2,3,0,0.631022,1.9169,0.393701,0.770757
2,3,1,5.2991,0.791766,0.895631,2.14775
2,3,2,0.72541,0.202447,1.28287,0.602492
2,3,3,-0.791332,0.788845,0.181488,0.0350834
2,4,0,0.862251,4.80299,0.381133,0.488901
2,4,1,8.63006,3.94506,2.58636,5.76732
2,4,2,1.63877,0.621461,5.92031,1.69154
2,4,3,-0.649496,0.336958,1.57366,0.151481
2,5,0,0.0481083,0.577745,-0.0127904,0.0693887
2,5,1,1.00994,0.196671,0.21584,0.506778
2,5,2,0.146755,-0.0160983,0.515074,0.210173
2,5,3,-0.826648,0.0752679,0.0325231,-0.0159373
2,6,0,-0.00772318,0.224356,0,0
2,6,1,0.666664,-0.0215219,0.0106545,0.0634403
2,6,2,-0.000677365,-0.0193105,0.146315,-0.0350802
2,6,3,-0.256193,0.0123837,0,0
3,2,1,0.366142,0,0,0.0863737
3,3,0,0.5607,4.10844,0.211837,1.20559
3,3,1,11.0754,1.77471,1.96842,4.97557
3,3,2,0.477681,0.404252,4.32382,1.33239
3,3,3,-0.768501,0.189235,1.16577,-0.00216392
3,4,0,1.15873,10.1337,0.480148,0.735857
3,4,1,14.5053,3.91696,6.62922,10.1573
3,4,2,1.40047,0.742487,7.51908,1.54883
3,4,3,-0.622038,0.867292,2.41807,0.26995
3,5,0,0.146956,0.0693044,-0.0123837,-0.0175126
3,5,1,0.750219,-0.0212951,-0.0204075,-0.0193392
3,5,2,-0.00999393,-0.0123837,0.028412,-0.000677365
3,5,3,-0.694415,0,0,0
3,6,0,0,0.0902076,-0.0123837,0.00502415
3,6,1,0.778009,-0.00266247,-0.00336617,0.0930247
3,6,2,0.00932358,-0.0123837,0.190534,0.0123837
3,6,3,-0.437072,0,0.00932358,0
4,2,0,0.0464905,0.30386,-0.0241692,0.0336749
4,2,1,0.884572,-0.0193105,-0.00679596,0.339939
4,2,2,0,-0.0362271,0,-0.0123837
4,2,3,-0.717331,0.0219053,-0.0287093,-0.0338569
4,3,0,1.3014,10.1676,0.118745,0.5165
4,3,1,24.1911,4.31927,3.82127,8.04259
4,3,2,1.05884,0.569181,9.78434,2.54928
4,3,3,-0.449847,2.72966,0.848018,0.0718824
4,4,0,1.14516,17.0821,0.266594,2.51259
4,4,1,25.5975,12.0017,12.048,17.7921
4,4,2,5.07841,0.114426,17.8201,2.77897
4,4,3,-0.556273,2.39578,0.152866,0.0181748
