x_bucket,y_bucket,direction,q_move,q_turn_r,q_turn_l,q_still
0,0,0,-0.00502558,-0.00502558,-0.0106264,-0.00502558
0,0,1,0.0552814,-0.00461608,-0.00467199,0
0,0,2,-0.00325343,-0.00537917,-0.00113609,-0.0168535
0,0,3,-0.191779,-0.00989962,-0.0132002,-0.00989962
0,1,0,-0.0222984,0.00664447,-0.0129957,-0.0223113
0,1,1,0.172901,-0.0143121,-0.0131019,-0.00516189
0,1,2,-0.0072377,-0.0139711,0.0220215,-0.0139424
0,1,3,-0.10517,-0.00496975,-0.0103206,-0.0197751
0,2,0,0.0174799,0.208192,-0.024597,0.000683739
0,2,1,0.675327,-0.0165972,0.0190972,0.139317
0,2,2,0.082366,-0.029151,0.0644681,-0.00758895
0,2,3,-0.406113,-0.00376268,-0.00539668,-0.0303089
0,3,0,0.460363,0.930056,0.187735,0.493405
0,3,1,1.49873,0.503055,0.530028,0.875922
0,3,2,0.524461,0.200233,0.896382,0.421011
0,3,3,-0.473948,0.38695,0.485105,0.1782
0,4,0,0.594758,1.10472,0.445499,0.7135
0,4,1,1.66238,0.714549,0.718466,1.10286
0,4,2,0.657283,0.446282,1.09911,0.717177
0,4,3,-0.106461,0.715731,0.714535,0.422455
0,5,0,0.314978,0.354852,-0.0197994,0.108636
0,5,1,0.829323,0.121995,0.0969914,0.376478
0,5,2,0.0909791,0.00152666,0.396608,0.102919
0,5,3,-0.454048,0.109834,0.0966836,0.0110339
0,6,0,-0.00395287,0.0434308,-0.0170411,-0.0133215
0,6,1,0.260352,-0.0171357,-0.0214738,0.0192545
0,6,2,-0.0180958,-0.0170411,0.0202181,-0.0086841
0,6,3,-0.355117,-0.0146346,-0.0177672,-0.0100422
1,0,0,0,0,0,0
1,1,0,-0.0219225,0.0266429,-0.0181315,-0.0232306
1,1,1,0.243428,-0.0200651,-0.00970075,0.0216794
1,1,2,-0.0133752,-0.0242804,0.00124309,-0.00350512
1,1,3,-0.285946,-0.0077589,-0.013446,-0.0240262
1,2,0,0.000145954,0.200231,-0.0327233,0.0328613
1,2,1,0.655165,-0.00186625,0.0245178,0.226691
1,2,2,-0.0102189,-0.0387799,0.125592,0.0106359
1,2,3,-0.648996,0.0173974,-0.00550875,-0.0420345
1,3,0,0.467346,1.02506,0.138166,0.530487
1,3,1,1.67305,0.536464,0.582215,0.993246
1,3,2,0.557492,0.0656243,0.949488,0.28925
1,3,3,-0.860862,0.4509,0.309666,0.0483859
1,4,0,0.696361,1.25468,0.490204,0.795568
1,4,1,1.91416,0.823953,0.816674,1.26813
1,4,2,0.756757,0.496313,1.26895,0.799059
1,4,3,-0.524929,0.773265,0.799866,0.477005
1,5,0,0.412579,0.145735,-0.0162172,0.0395679
1,5,1,0.561883,0.0267721,0.0370129,0.145349
1,5,2,0.0053106,-0.030345,0.212553,0.014347
1,5,3,-0.675228,0.10401,-0.00932676,-0.0172353
1,6,0,-0.0036315,-0.00907171,0,-0.00954603
1,6,1,0,-0.00887439,-0.00966829,-0.000151539
1,6,2,-0.0126544,-0.0084657,-0.000505129,-0.0160545
1,6,3,-0.105537,0.00502558,-0.00887439,-0.000151539
2,1,0,0,0.000115697,-0.00502558,0.00502558
2,1,1,0.178412,-0.00502558,-0.00467199,0
2,1,2,0.0050894,0,0,0
2,1,3,0,0.00537917,0,0
2,2,0,-0.00427995,0.142426,-0.0206596,-0.00129992
2,2,1,0.58687,-0.0110302,-0.000647213,0.120571
2,2,2,-0.00374696,-0.0362624,0.105835,-0.00979012
2,2,3,-0.644,0.00390451,-0.00483093,-0.0286857
2,3,0,0.475628,1.13955,0.140866,0.329206
2,3,1,2.06595,0.711127,0.59122,1.23143
2,3,2,0.633616,0.160611,1.24015,0.451013
2,3,3,-0.508612,0.263299,0.590436,0.0820099
2,4,0,0.734764,1.6766,0.499854,0.72101
2,4,1,2.55634,1.1008,1.09542,1.66582
2,4,2,0.845605,0.578322,1.68508,0.922557
2,4,3,-0.452401,0.790651,1.03204,0.497682
2,5,0,0.254839,0.150938,-0.00102151,0.0188999
2,5,1,0.732945,0.0289809,0.00848416,0.286817
