x_bucket,y_bucket,direction,q_move,q_turn_r,q_turn_l,q_still
0,1,0,-0.0174632,-0.00835789,-0.0177128,0
0,1,1,0,0,-0.0018686,0
0,1,2,0.00966591,0,-0.00966591,0
0,1,3,0,-0.0103221,-0.00966591,0
0,2,0,0.278155,0.600652,0.0782211,0.316924
0,2,1,1.09368,0.232575,0.20249,0.460003
0,2,2,0.348659,0.0192119,0.538368,0.136041
0,2,3,-0.524539,0.285179,0.124249,0.0709181
0,3,0,0.634577,1.10805,0.385544,0.691333
0,3,1,1.73891,0.66312,0.668866,1.07056
0,3,2,0.664869,0.357428,1.07287,0.590605
0,3,3,-0.303841,0.670938,0.612735,0.371368
0,4,0,0.701487,1.15996,0.465264,0.741567
0,4,1,1.75074,0.75659,0.761456,1.15863
0,4,2,0.737645,0.467351,1.15426,0.742511
0,4,3,-0.0810555,0.740879,0.736244,0.467592
0,5,0,0.41518,0.786571,0.234164,0.425093
0,5,1,1.27965,0.451967,0.422953,0.788093
0,5,2,0.40509,0.225979,0.786831,0.459578
0,5,3,-0.373263,0.452951,0.426686,0.242069
0,6,0,0.0504218,0.0327425,0,0
0,6,1,0.405839,-0.0164081,-0.0052351,-0.0240474
0,6,2,-0.0300718,0.00292375,-0.0237532,-0.0174632
0,6,3,-0.157815,-0.00966591,-0.0132167,-0.0174632
0,7,0,-0.0113628,0.0432737,-0.0214362,-0.00936276
0,7,1,0.34509,-0.0127423,-0.0143795,0.113212
0,7,2,-0.00399049,-0.0364474,0.115543,0.00307093
0,7,3,-0.411273,-0.00897196,-0.0121865,-0.0464989
1,1,0,-0.0151001,0.0349991,-0.00997534,-0.0297282
1,1,1,0.459969,-0.00167614,-0.0110158,0.00412512
1,1,2,0.0454326,0,0.00228326,-0.00551425
1,1,3,0,-0.0117139,0,0
1,2,0,0.0704502,0.453505,0.0159199,0.150069
1,2,1,1.03723,0.144347,0.172058,0.468115
1,2,2,0.253075,0.00672889,0.476882,0.0570588
1,2,3,-0.917802,0.153656,0.158087,0.0190312
1,3,0,0.656075,1.25952,0.343388,0.723908
1,3,1,2.09071,0.792445,0.776653,1.19998
1,3,2,0.789074,0.330369,1.26954,0.719387
1,3,3,-0.692555,0.648712,0.660396,0.318569
1,4,0,0.815363,1.38832,0.566117,0.883573
1,4,1,2.10346,0.898236,0.905972,1.35792
1,4,2,0.855906,0.570272,1.37016,0.888993
1,4,3,-0.47559,0.873839,0.88929,0.557608
1,5,0,0.551805,0.588565,0.107869,0.247792
1,5,1,1.21809,0.322802,0.305746,0.708059
1,5,2,0.328613,0.0272408,0.713953,0.381457
1,5,3,-0.920284,0.219718,0.30243,0.0618335
1,6,0,0.022259,0.418095,-0.0351272,0.118592
1,6,1,0.801556,0.0962832,0.1342,0.338037
1,6,2,0.0448144,-0.0441128,0.367021,0.02327
1,6,3,-0.929864,0.00826848,0.0160162,-0.045474
1,7,0,-0.0328108,0.00645352,-0.0287485,-0.018959
1,7,1,0.242607,-0.0256128,-0.029153,-0.0164081
1,7,2,-0.0249262,-0.0018686,0.0467697,-0.0249262
1,7,3,-0.604493,-0.0107969,-0.0240873,-0.00966591
2,1,0,-0.00966591,0.00146202,-0.0297256,-0.0285873
2,1,1,0.320096,0.0032592,-0.0179987,0.0390334
2,1,2,0.0822063,-0.00995201,0.00966591,-0.018289
2,1,3,-0.604264,-0.0183093,-0.0215301,-0.0116575
2,2,0,0.0949899,0.492826,-0.0125327,0.137919
2,2,1,0.924431,0.131418,0.207264,0.49654
2,2,2,0.125628,-0.0241049,0.484359,0.12595
2,2,3,-0.945836,0.106266,0.091328,-0.0176661
2,3,0,0.264645,1.91358,0.436411,0.842443
2,3,1,3.08961,1.11241,1.16255,1.67564
2,3,2,1.01481,0.579707,1.74792,0.975345
2,3,3,-0.729992,0.692407,1.07055,0.317264
2,4,0,1.13839,1.90453,0.778666,1.25157
2,4,1,2.95237,1.25573,1.26911,1.93097
2,4,2,1.18191,0.814135,1.89921,1.24736
2,4,3,-0.459964,1.20533,1.2455,0.699006
2,5,0,0.489157,0.732253,0.00850766,0.102101
2,5,1,1.32522,0.388163,0.339324,0.787177
2,5,2,0.244719,0.000346649,0.787831,0.360128
2,5,3,-0.707438,0.045503,0.275368,-0.0248981
2,6,0,0.0824873,0.377722,-0.00641038,0.0980067
2,6,1,0.789965,0.119557,0.10834,0.375323
2,6,2,0.0499991,-0.0176113,0.362059,0.0625967
2,6,3,-0.789729,0.103342,0.0858147,-0.0111387
2,7,0,0.0207397,0,0.0085349,0
2,7,1,0.299385,-0.00966591,-0.00685936,0.0116046
2,7,2,-0.013153,-0.0111733,0.035064,0
2,7,3,-0.593738,-0.00966591,0.00617882,-0.0329203
3,1,0,-0.0339518,0.132526,-0.0352497,-0.0187712
3,1,1,0.487973,0.000805395,-0.0134894,0.172094
3,1,2,0.00158041,0,0.135465,0.00343313
3,1,3,-0.605127,-0.0228115,-0.0141659,-0.0187712
3,2,0,0.0569594,0.407499,-0.031742,0.0459905
3,2,1,0.879396,0.0757312,0.0730054,0.371307
3,2,2,0.0217366,-0.0207212,0.342701,0.0269628
3,2,3,-0.675925,0.0828405,0.0156284,-0.0264237
3,3,0,1.33851,2.94133,0.776565,1.70912
3,3,1,4.91927,1.73182,1.88133,2.84535
3,3,2,1.55745,0.534458,2.79327,1.44811
3,3,3,-0.379974,1.09344,1.53283,0.709557
3,4,0,1.84157,3.18114,1.31388,1.87375
3,4,1,4.99549,2.15341,2.17784,3.1823
3,4,2,1.84762,1.3385,3.20509,2.12529
3,4,3,0.143925,1.33893,2.09925,1.22127
3,5,0,0.350602,0.669384,0.0500263,0.163554
3,5,1,1.47091,0.421013,0.268415,0.713805
3,5,2,0.339904,0.1266,0.809573,0.375074
3,5,3,-0.908616,0.14758,0.374757,0.0697116
3,6,0,0.145149,0.237122,-0.0274284,0.0436358
3,6,1,0.860786,0.0721451,0.0397804,0.178478
3,6,2,0.0380539,-0.0299764,0.364935,0.0217328
3,6,3,-0.671722,0.0440707,0.010846,-0.0266475
3,7,0,-0.000560579,0,0,-0.00835789
3,7,1,0.0883012,-0.0161552,0,0.00966591
3,7,2,0,-0.00966591,0.00228326,0.00966591
3,7,3,0,-0.00966591,0,0.00966591
4,0,0,-0.000560579,0,-0.00966591,0
4,0,2,0.00966591,0,0,-0.00835789
4,0,3,0,0,-0.00966591,0.00966591
4,1,0,-0.00966591,-0.00835789,-0.0018686,-0.00835789
4,1,1,0,-0.0018686,-0.0151001,-0.00966591
4,1,2,-0.0110818,-0.00966591,-0.00966591,-0.00966591
4,1,3,-0.182355,0,-0.0174632,-0.00966591
4,2,0,-0.0047598,0.229871,-0.0208145,0.00729434
4,2,1,0.878661,-0.0228967,0.0172476,0.180558
4,2,2,-0.0162653,-0.0258212,0.102125,-0.00887621
4,2,3,-0.750802,0.0239338,-0.00955247,-0.00991458
4,3,0,2.14908,5.61209,1.75497,0.36081
4,3,1,9.92361,4.25348,2.99796,6.17716
4,3,2,3.40309,1.71488,6.32277,2.47164
4,3,3,-0.236946,0.947593,3.98132,0.391543
4,4,0,3.14084,6.20796,2.44223,4.26034
4,4,1,9.91276,4.3499,4.36667,6.45412
4,4,2,3.88467,2.19361,6.25852,4.23136
4,4,3,-0.577059,4.3518,2.17259,0.93918
4,5,0,0.0693202,0.823716,0.0132846,0.253465
4,5,1,2.32702,0.293651,0.351443,0.795205
4,5,2,0.00291734,-0.00285682,0.70296,-0.0311189
4,5,3,-0.651519,0.307445,-0.0176003,-0.0164821
4,6,0,0.0374185,0.153339,-0.0174812,-0.0106819
4,6,1,0.667513,-0.00561827,-0.00883186,0.163419
4,6,2,0.00434903,-0.0239406,0.170618,-0.000544283
4,6,3,-0.351646,-0.000133089,0.00961653,-0.029556
5,2,0,0.000778779,0.332938,-0.0154796,0.029509
5,2,1,0.820612,0.0593487,0.0664072,0.367956
5,2,2,0.0122815,-0.0145263,0.323564,0.00966591
5,2,3,-0.200047,0.0375409,0.047699,0
5,3,0,9.25681,14.6654,3.30093,8.26437
5,3,1,21.3361,8.69715,10.8676,14.3213
5,3,2,5.73867,2.50595,13.5781,2.32133
5,3,3,0.0684951,9.36854,3.91684,2.25263
5,4,0,9.19157,13.8874,5.6613,7.19577
5,4,1,21.7474,9.74806,9.47531,14.1817
5,4,2,7.65502,5.52117,13.6175,9.28747
5,4,3,1.88975,7.28449,9.5944,2.18316
5,5,0,0.0642763,1.15529,0.106977,0.244848
5,5,1,6.50597,0.721747,0.368206,2.24661
5,5,2,0.427852,0.0989522,1.86609,0.544123
5,5,3,-0.767328,0.219624,0.530586,0.0687575
5,6,0,0.168765,0.158001,-0.0213321,-0.000560579
