x_bucket,y_bucket,direction,q_move,q_turn_r,q_turn_l,q_still
0,2,0,-0.0284175,0.157769,-0.05609,-0.00324602
0,2,1,0.478794,-0.0379276,-0.0442317,0
0,2,2,-0.0225191,-0.0569054,-0.0431487,-0.0438116
0,2,3,-0.890365,-0.044958,-0.0517044,-0.0438116
0,3,0,0.604227,0.945284,0.382061,0.6015
0,3,1,1.46979,0.609995,0.612796,0.924905
0,3,2,0.779493,0.380662,0.940246,0.614646
0,3,3,-0.197006,0.588885,0.612973,0.377825
0,4,0,0.612808,1.65188,0.551382,1.06228
0,4,1,2.60142,1.13741,1.13299,1.56013
0,4,2,0.869436,0.572832,1.73091,0.955574
0,4,3,-0.42384,0.671968,0.953214,0.441406
0,5,0,0.30471,0.328242,-0.0157027,0.0318596
0,5,1,0.822217,0.0540107,0.116951,0.2
0,5,2,0,-0.0384371,0.32342,-0.00143277
0,5,3,0,-0.030611,-0.0110344,-0.00324602
1,1,0,0,-0.0235288,0,0.0235288
1,1,1,0.258817,0,0,0
1,2,0,-0.0561733,0.341324,-0.0300771,-0.0470508
1,2,1,0.918455,0.119765,0.0132407,0.107709
1,2,2,0,-0.014517,0.297355,0.104532
1,2,3,-0.893783,-0.0426495,0.0774422,-0.0359855
1,3,0,0.617292,1.03536,0.363104,0.62952
1,3,1,1.74832,0.614598,0.64211,0.983653
1,3,2,0.601764,0.359394,0.979313,0.604085
1,3,3,-0.624557,0.577655,0.607111,0.359881
1,4,0,0.751101,2.27566,0.96832,1.23132
1,4,1,3.65386,1.62772,1.63771,2.20443
1,4,2,0.738295,0.85009,2.18627,1.29981
1,4,3,-0.431594,1.56194,0.612522,0.801915
1,5,0,0.435201,0.632882,0.144639,0.255879
1,5,1,1.11064,0.256268,0.329329,0.564748
1,5,2,0.223318,0.127269,0.480426,0.204055
1,5,3,-0.812551,0.375529,0.0859307,0.0216684
1,6,0,0,-0.0157027,0.0235288,0
1,6,1,0.211759,-0.0157027,0.0235288,-0.0240161
1,6,2,0,0,-0.0281594,0.0235288
1,6,3,0,-0.0157027,0,0.0235288
2,1,0,0,0,0.0235288,0
2,1,1,0,0,0.0235288,0
2,1,2,0,0.0235288,0,0
2,1,3,0,-0.0157027,-0.0235288,-0.00324602
2,2,0,0.256344,0.606477,0.113867,0.107475
2,2,1,1.02495,0.246938,0.277613,0.648677
2,2,2,0.274171,0.0447207,0.47587,0.221122
2,2,3,-0.959126,0.286459,0.250261,0.117889
