x_bucket,y_bucket,direction,q_move,q_turn_r,q_turn_l,q_still
0,0,0,0.0078641,0,0,0
0,1,0,-0.0169518,0.0978037,-0.00970524,-0.0141623
0,1,1,0.338337,-0.015885,0.00585623,0.0981347
0,1,2,0.0548402,-0.0078641,0.0483216,0.00633629
0,1,3,-0.5051,0.00361832,-0.0217623,-0.00815119
0,2,0,0.23031,0.668667,0.11067,0.242509
0,2,1,1.13482,0.285326,0.288162,0.68441
0,2,2,0.514194,0.125555,0.591048,0.281642
0,2,3,-0.624168,0.296655,0.313672,0.106353
0,3,0,0.855992,1.36988,0.618739,0.926314
0,3,1,2.04387,0.927618,0.930977,1.34757
0,3,2,0.918308,0.617976,1.34937,0.917087
0,3,3,-0.000562484,0.930949,0.921109,0.616328
0,4,0,0.92839,1.37668,0.612182,0.914365
0,4,1,2.00333,0.922962,0.936596,1.35798
0,4,2,0.885248,0.612508,1.36703,0.911393
0,4,3,-0.00219313,0.912923,0.910743,0.616861
0,5,0,0.376989,0.280743,0.0145053,0.126681
0,5,1,0.928374,0.192836,0.138412,0.417549
0,5,2,0.213699,0.0134818,0.480977,0.22021
0,5,3,-0.320962,0.143583,0.179986,-0.00192647
0,6,0,0.0440671,0.324396,-0.00584759,0.0566744
0,6,1,0.879306,0.117928,0.0701532,0.437888
0,6,2,0.0927343,-0.00960359,0.396208,0.127064
0,6,3,-0.358588,0.0753018,0.134096,0.00451992
0,7,0,0.0235167,0,-0.0078641,-0.0147332
0,7,1,0.0716731,-0.0144913,0.0078641,-0.0105165
0,7,2,0,-0.01365,-0.00725498,-0.0078641
0,7,3,-0.170932,-0.0078641,-0.000481629,-0.01365
1,1,0,-0.0127184,0.000561171,-0.0121698,-0.0175943
1,1,1,0.18821,-0.0249651,-0.000265465,0.0155871
1,1,2,-0.0122174,-0.00799171,-0.00343575,-0.0128399
1,1,3,-0.305855,-0.0192002,-0.027958,-0.0291245
1,2,0,0.129348,0.618273,0.0511913,0.167956
1,2,1,1.07411,0.292784,0.261235,0.604957
1,2,2,0.646743,0.0397079,0.559507,0.232643
1,2,3,-0.921863,0.217688,0.236328,-0.0124792
1,3,0,1.1283,1.78176,0.777538,1.14615
1,3,1,2.60174,1.14467,1.19031,1.72271
1,3,2,1.12562,0.764655,1.69373,1.12647
1,3,3,-0.274192,1.17075,1.12463,0.750867
1,4,0,1.18243,1.66981,0.769777,1.11114
1,4,1,2.48373,1.15723,1.12526,1.68372
1,4,2,1.04779,0.770913,1.71744,1.10929
1,4,3,-0.291077,1.12032,1.12395,0.766031
1,5,0,0.727155,0.47678,0.0965816,0.203365
1,5,1,1.2056,0.108142,0.351372,0.287674
1,5,2,0.128322,0.0369529,0.570111,0.152635
1,5,3,-0.86844,0.363288,0.089521,0.105992
1,6,0,0.054774,0.356206,-0.0177289,0.0825642
1,6,1,0.793907,0.087427,0.0416749,0.2484
1,6,2,0.0925827,-0.0182154,0.332438,0.0907443
1,6,3,-0.707722,0.0886621,0.0667218,-0.0140561
2,1,0,0,0.0153005,0.0078641,0
2,1,1,0.242072,0,-0.00696789,0.00763117
2,1,3,-0.166079,0,0,0.0078641
2,2,0,-0.0205979,0.141751,-0.00403913,0.00393731
2,2,1,0.641388,0.00395675,0.022032,0.188885
