x_bucket,y_bucket,direction,q_move,q_turn_r,q_turn_l,q_still
0,0,0,-0.029412,0.00629189,-0.025116,-0.0344501
0,0,1,0.218188,-0.0270794,-0.0320702,0.0200797
0,0,2,-0.0200663,-0.0221254,-0.00646755,-0.0332949
0,0,3,-0.0115883,-0.0173633,-0.0183225,-0.0293008
0,1,0,-0.0216517,0,-0.0205627,0
0,1,2,0.0207001,0.00697673,0,0
0,1,3,-0.153437,-0.0181456,-0.0168777,-0.0194379
0,2,0,0.268574,0.588556,0.103398,0.261125
0,2,1,1.04108,0.205157,0.257718,0.385311
0,2,2,0.415308,0.0696061,0.531697,0.112698
0,2,3,-0.643208,0.285316,0.236757,0.110747
0,3,0,0.610454,1.10826,0.420589,0.692603
0,3,1,1.69402,0.681538,0.686153,1.10977
0,3,2,0.693626,0.407524,1.07104,0.655863
0,3,3,-0.244986,0.682247,0.660364,0.412957
0,4,0,0.713778,1.12191,0.443822,0.711056
0,4,1,1.69483,0.732608,0.729014,1.12084
0,4,2,0.69935,0.443441,1.1187,0.710932
0,4,3,-0.225142,0.714208,0.705167,0.442036
0,5,0,0.287483,0.526849,0.0114445,0.18493
0,5,1,1.06479,0.260518,0.213038,0.492859
0,5,2,0.231248,0.118769,0.574445,0.262525
0,5,3,-0.653643,0.180278,0.300062,0.0650699
0,6,0,-0.00781439,0.0406529,0.00778306,-0.0112785
0,6,1,0.168587,-0.0219703,0.0059736,-0.00863606
0,6,2,-0.0322901,-0.0144843,0.00341228,-0.0125761
0,6,3,-0.229691,-0.000719899,-5.38424e-05,-0.0169742
0,7,0,-0.0144028,0.0225337,-0.0210957,0
0,7,1,0.300506,-0.0158847,-0.0144028,0.0228217
0,7,2,-0.0143554,-0.0360915,0.0686969,-0.0294781
0,7,3,-0.211221,-0.0149073,-0.0257906,-0.0331578
1,0,0,0,0.0153272,0,-0.00622873
1,0,1,0.181222,-0.0236294,-0.0214893,0.023821
1,0,2,-0.00658632,0,0.0153272,0
1,0,3,-0.370725,0,-0.00697673,-0.00697673
1,1,0,-0.0124671,0.00890243,-0.0139393,-0.0142517
1,1,1,0.448694,-0.0225164,-0.0133408,0.0193019
1,1,2,0.0141762,-0.0132512,0.0708832,0.000974601
1,1,3,-0.271993,-0.0222304,-0.00659973,-0.0125551
1,2,0,0.275788,0.64015,0.0699139,0.341278
1,2,1,1.17524,0.225084,0.295086,0.566051
1,2,2,0.32329,0.0401121,0.582488,0.261214
1,2,3,-0.916035,0.276858,0.230808,0.0628608
1,3,0,0.71876,1.22861,0.438886,0.776286
1,3,1,1.91424,0.77744,0.785749,1.24096
1,3,2,0.808663,0.436227,1.22322,0.719723
1,3,3,-0.574622,0.731545,0.755525,0.378067
1,4,0,0.824498,1.30665,0.542085,0.845134
1,4,1,1.98498,0.861935,0.860705,1.31608
1,4,2,0.814524,0.542161,1.30844,0.847011
1,4,3,-0.495331,0.848644,0.840481,0.546062
1,5,0,0.540942,0.599508,0.0685769,0.224897
1,5,1,1.14705,0.218478,0.267863,0.540867
1,5,2,0.167438,0.0563404,0.585574,0.227085
1,5,3,-0.926583,0.283482,0.149128,0.0918871
1,6,0,-0.00613472,0.0376693,-0.0115007,-0.00329741
1,6,1,0.3072,-0.0118163,-0.00930065,0.0221657
1,6,2,-0.0131348,-0.00697673,0.0621127,0
1,6,3,0,-0.00329741,-0.00172166,0.00719092
1,7,0,-0.00470144,-0.00419965,-0.0181456,-0.0181986
1,7,1,0.0767441,0,-0.0176941,0.000519188
1,7,3,-0.132558,-0.0221389,0,0
2,0,0,0,0,0.00697673,0
2,0,3,-0.132558,0,0,0
2,1,0,-0.0241603,0.0600375,-0.0305201,-0.0280767
2,1,1,0.366885,-0.00992061,-0.0254763,0.0749961
2,1,2,0.0795877,-0.0149686,0.0586997,-0.00999863
2,1,3,-0.452974,-0.0179448,-0.0124121,-0.0333768
2,2,0,0.224165,0.67926,0.113836,0.272985
2,2,1,1.18817,0.360222,0.350992,0.653109
2,2,2,0.606319,0.0517911,0.707675,0.283733
2,2,3,-0.875722,0.278198,0.334442,0.0342136
2,3,0,0.938293,1.68305,0.604611,0.948801
2,3,1,2.50503,1.07418,1.08536,1.65969
2,3,2,1.04034,0.532304,1.66815,0.932776
2,3,3,-0.507698,1.04295,0.897308,0.541765
2,4,0,1.10453,1.79408,0.728482,1.11952
2,4,1,2.70723,1.18817,1.17887,1.74368
2,4,2,1.04273,0.735267,1.78402,1.11948
2,4,3,-0.338231,1.10136,1.12596,0.71111
2,5,0,0.495675,0.520167,0.0369132,0.184905
2,5,1,1.08136,0.293502,0.22786,0.580623
2,5,2,0.159073,0.0377631,0.593584,0.289287
2,5,3,-0.865148,0.146442,0.242626,0.0245862
2,6,0,0.00126723,0.00429348,-0.00667927,0
2,6,1,0.291426,-0.0154147,-0.0179906,0.00508515
2,6,2,-0.0154799,-0.0227276,0.0186715,-0.0233527
2,6,3,-0.259772,-0.0106962,-0.0175296,-0.0244689
2,7,2,-0.01298,-0.00697673,0,-0.00722803
2,7,3,-0.132558,0,0,0
3,1,0,0,0.00587623,-0.000225489,-0.0117122
3,1,1,0.064125,-0.0116868,-0.012232,0.0110418
3,1,2,-0.0143823,-0.0115883,0.0132401,-0.0123936
3,1,3,-0.271188,0.00765818,-0.0168523,0.00236514
3,2,0,0.147858,0.699153,0.00168345,0.238561
3,2,1,1.22038,0.22191,0.277244,0.595552
3,2,2,0.359385,0.0177149,0.553294,0.0949627
3,2,3,-0.771112,0.193398,0.0384606,0.0144407
3,3,0,1.401,2.89867,0.82146,1.72948
3,3,1,4.44556,1.69811,1.78631,2.83778
3,3,2,1.67101,0.703241,2.73353,1.47409
3,3,3,-0.356189,1.60713,1.12762,0.543298
3,4,0,1.82209,2.9918,1.27953,1.88886
3,4,1,4.50506,1.97426,1.99187,2.89859
3,4,2,1.64829,1.28086,2.91103,1.89722
3,4,3,0.107056,1.88711,1.82834,1.11421
3,5,0,1.02729,0.149079,-0.013064,0.265745
3,5,1,0.723559,0.0758162,0.207082,0.200605
3,5,2,-0.000764933,-0.0221985,0.284152,0.0514448
3,5,3,-0.515176,0.186058,0.0181969,-0.0233282
3,6,0,0,-0.00629529,-0.00697673,-0.000292049
3,6,1,0.218188,-0.0116995,-0.000292049,-0.00156969
3,6,2,-0.0105977,0,0.0104368,0
3,6,3,-0.133249,0,0,0
4,1,0,-0.0118276,0.0978166,-0.00697673,-0.00820433
4,1,1,0.489835,-0.0129041,-0.0169089,0.0746537
4,1,2,0.000776565,0.00773584,0.0412564,-0.0102286
4,1,3,0,-0.00111979,-0.00292484,-0.00652662
4,2,0,0.109615,0.644504,-0.0132284,0.144562
4,2,1,1.19726,0.193779,0.197475,0.536243
4,2,2,0.066018,0.0206205,0.49467,0.0738622
4,2,3,-0.740604,0.216622,0.038659,0.00336388
4,3,0,2.9851,5.76495,1.52508,2.65746
4,3,1,9.35787,3.50117,3.77381,5.50254
4,3,2,1.96806,1.1444,5.48101,3.11198
4,3,3,-0.141884,3.49331,1.9252,0.967247
4,4,0,3.66895,5.68131,2.2271,3.53449
4,4,1,8.98024,4.04434,3.93287,5.89485
4,4,2,3.1568,2.63616,5.97978,3.85378
4,4,3,0.716262,2.96174,4.0005,2.43804
