x_bucket,y_bucket,direction,q_move,q_turn_r,q_turn_l,q_still
0,0,0,-0.0316717,0.00118674,-0.0332267,-0.00768171
0,0,1,0.137933,-0.00672708,-0.0172987,0.00118674
0,0,2,0,-0.00267761,0.00919315,0
0,0,3,-0.497763,-0.0214246,-0.0258622,-0.0215532
0,1,0,-0.0321235,0.0887269,-0.0478887,-0.0148179
0,1,1,0.414169,-0.0299141,-0.0247643,0.0677741
0,1,2,0.0218862,-0.0428114,0.0394265,-0.0322884
0,1,3,-0.498224,-0.0338504,-0.0277531,-0.0555577
0,2,0,0.0522379,0.328751,-0.0209295,0.0716312
0,2,1,0.749099,0.150325,0.0927202,0.288274
0,2,2,0.171653,0.0123014,0.381043,0.105502
0,2,3,-0.494707,0.0875487,0.141792,-0.0201975
0,3,0,0.586575,0.989714,0.365548,0.609742
0,3,1,1.53251,0.570634,0.619376,0.960291
0,3,2,0.607023,0.300971,0.941843,0.492678
0,3,3,-0.0176332,0.621373,0.477714,0.351985
0,4,0,0.632179,1.12451,0.455009,0.723696
0,4,1,1.70497,0.733927,0.731315,1.1278
0,4,2,0.704136,0.456904,1.13177,0.725041
0,4,3,-0.147086,0.721272,0.72571,0.45648
0,5,0,0.318449,0.5483,0.0417634,0.201468
0,5,1,1.1524,0.308691,0.146435,0.412639
0,5,2,0.258393,0.0695243,0.657006,0.243792
0,5,3,-0.360542,0.213351,0.249091,0.0191838
0,6,0,0,0.00751846,-0.00751846,0
0,6,1,0.162077,-0.00672708,-0.00672708,-0.000684191
0,6,2,0,0.00751846,-0.00611156,0
0,6,3,-0.142851,-0.00751846,-0.00672708,0
1,0,1,0,0.00751846,0,0
1,0,2,-0.0124426,-0.000255864,0,-0.00672708
1,0,3,-0.158679,0,0.00830984,0
1,2,0,-0.00958315,0.260283,-0.0274991,0.0143409
1,2,1,0.718989,-0.00824622,0.0132021,0.194278
1,2,2,0.123501,-0.0373163,0.0794894,-0.0137135
1,2,3,-0.706294,-0.0045702,-0.0276625,-0.0468009
