x_bucket,y_bucket,direction,q_move,q_turn_r,q_turn_l,q_still
0,2,0,-0.00690218,0.237089,-0.0445982,0.0173556
0,2,1,0.594319,-0.0102825,0.0243279,0.201821
0,2,2,-0.008399,-0.0395258,0.118609,-0.00740748
0,2,3,-0.671971,0.0327901,-0.0042108,-0.047544
0,3,0,0.288179,0.806329,0.107744,0.264423
0,3,1,1.35116,0.412291,0.328943,0.703353
0,3,2,0.469984,0.124872,0.762001,0.332021
0,3,3,-0.721171,0.116688,0.419679,0.0483062
0,4,0,0.514547,1.14094,0.370804,0.631173
0,4,1,1.74831,0.741301,0.72103,1.1473
0,4,2,0.634452,0.387626,1.15165,0.676626
0,4,3,-0.373785,0.621472,0.644346,0.365907
0,5,0,-0.0193447,0.228839,-0.00963582,0.00956238
0,5,1,0.72074,-0.00328086,0.00226802,0.0504569
0,5,2,-0.00165268,-0.025057,0.156473,0.0149763
0,5,3,-0.19953,0.00106931,-0.00859082,-0.00828223
1,1,0,-0.000548634,-0.015215,0,0
1,1,1,0.156944,-0.000987425,-0.00956238,-0.00828223
1,1,2,0.00628472,-0.0159032,0.00195894,0
1,1,3,0,0,-0.000306976,-0.00816959
1,2,0,0.0827258,0.414222,0.00888089,0.152364
1,2,1,0.715944,0.0462207,0.14372,0.30578
1,2,2,0.0620441,0.0095578,0.229754,0.0099468
1,2,3,-0.656999,0.167589,0.00741166,-0.0139349
1,3,0,0.399105,0.847352,0.115481,0.373211
1,3,1,1.36489,0.333385,0.476423,0.794699
1,3,2,0.352392,0.101231,0.681069,0.210382
1,3,3,-0.888908,0.402565,0.24849,0.125794
1,4,0,0.554473,1.38779,0.27534,0.619364
1,4,1,2.09839,0.877153,0.892362,1.34676
1,4,2,0.649296,0.323325,1.36124,0.592518
1,4,3,-0.714481,0.660171,0.519966,0.264022
1,5,0,0.0888011,0.366112,-0.0346855,0.0477776
1,5,1,0.868003,0.0212942,0.0694312,0.421303
1,5,2,-0.035445,-0.0239052,0.202317,-0.0174279
1,5,3,-0.927247,0.0839458,0.00374459,-0.0404754
2,1,0,-0.00956238,0,-0.00828223,-0.000548634
2,1,1,0,-0.000377257,-0.00956238,0
2,1,2,0.0174177,0,0.0108425,-0.0146705
2,1,3,0,0,0,0.00956238
2,2,0,0.025906,0.278924,-0.0213716,0
2,2,1,0.645825,0.0903856,0.050727,0.248743
2,2,2,0.0902136,-0.0134769,0.283137,0.0776735
