x_bucket,y_bucket,direction,q_move,q_turn_r,q_turn_l,q_still
0,1,0,-0.0266583,-0.00809389,-0.0255395,-0.0208048
0,1,1,0.261759,-0.0226396,-0.00860111,0.00159952
0,1,2,-0.0217047,-0.0255133,0.0235168,-0.0253588
0,1,3,-0.167252,-0.0252939,-0.0219129,-0.0200129
0,2,0,-0.0312141,0.0491167,-0.028087,-0.0156955
0,2,1,0.273108,-0.0193678,-0.0178143,-0.00236539
0,2,2,0.0199821,-0.0212961,0.00195008,-0.0131397
0,2,3,-0.45578,-0.0162931,-0.016841,-0.0263547
0,3,0,0.563382,1.26735,0.20155,0.660785
0,3,1,1.75724,0.525668,0.595566,1.0201
0,3,2,0.564943,0.180425,0.916228,0.225556
0,3,3,-0.539226,0.568235,0.306119,0.144069
0,4,0,0.931373,700.541,1.77948,2.39198
0,4,1,3220.75,52.478,73.828,348.54
0,4,2,3.01981,2.38043,510.99,3.21176
0,4,3,1.16985,1.76818,3.52198,1.77408
0,5,0,0.441224,0.0394978,-0.0273312,-0.0152997
0,5,1,0.318564,-0.0137686,0.0241999,0.0461732
0,5,2,-0.0170206,-0.0274877,0.0503136,-0.0200526
0,5,3,-0.336791,0.00803038,-0.0168048,-0.0171806
1,1,0,-0.00827717,0.0237839,-4.05604e-07,-0.0145304
1,1,1,0.233088,-0.00409816,-0.0138176,0.0204317
1,1,2,-0.00860111,0,0.0035582,-0.00860144
1,1,3,0,0,-8.54476e-05,0
1,2,0,-0.016554,0.034221,-0.0252847,-0.00905037
1,2,1,0.215347,-0.0117102,-0.00884225,0.0199989
1,2,2,-0.00967622,-0.0127685,0.00315716,-0.00805855
1,2,3,-0.259331,-0.0169343,-0.0151801,-0.00900631
1,3,0,0.103353,1.13098,0.00409127,0.245556
1,3,1,1.9817,0.188351,0.347755,0.930447
1,3,2,0.674951,-0.0122147,0.578642,0.00697962
1,3,3,-0.819226,0.173043,0.0628241,-0.0145475
1,4,0,0.668143,419.94,0.78456,1.78115
1,4,1,3319.86,8.04174,26.1177,380.744
1,4,2,2.11459,1.10781,268.818,2.1029
1,4,3,-0.708661,0.927816,3.00056,0.629267
1,5,0,0.223214,0.124605,-0.0155709,0.0172676
1,5,1,0.483237,0.0116398,0.0350437,0.0907797
1,5,2,-0.00324663,-0.014593,0.152036,-0.00576852
1,5,3,-0.326826,0.0343682,-0.0086749,-0.00897022
2,1,0,-0.00376675,0.00662915,-0.0040617,-0.00376675
2,1,1,0.114655,-0.0115559,-0.00450336,0.00216233
2,1,2,-0.00409853,-0.00450336,-0.00156635,-0.00409816
2,1,3,0,-0.00376675,0.00490855,0
2,2,0,-0.015084,0.0775409,-0.0237345,-0.00248322
2,2,1,0.436154,-0.0131407,-0.00928801,0.0307526
2,2,2,-0.00948319,-0.0161096,0.0537828,-0.0134831
2,2,3,-0.0945705,-0.00936248,-0.0116558,-0.0164082
2,3,0,0.306393,1.17965,0.0222645,0.455952
2,3,1,1.93921,0.552,0.492265,0.881497
2,3,2,0.752056,-0.00240638,0.976212,0.200494
2,3,3,-0.688694,0.263088,0.127616,-0.00301032
2,4,0,1.28329,676.502,0.423813,1.5663
2,4,1,3419.4,7.74315,68.0207,752.622
2,4,2,1.66207,0.268808,71.1043,0.705897
2,4,3,-0.560046,1.42374,0.613824,0.0923559
2,5,0,0.0499309,-0.0150056,0,-0.00440698
2,5,1,0.300826,-0.024985,-0.00105062,-0.00201061
2,5,2,-0.0164782,-0.01101,0.0271072,-0.0167943
2,5,3,0,0.00566149,-0.00450339,0
2,6,0,-4.05604e-07,-0.00450336,-0.0131037,0
2,6,1,0.114286,-0.0100143,-3.69007e-05,0
2,6,2,-0.0127353,-0.012735,-0.00839183,-0.00900631
2,6,3,-0.259331,-0.00450336,-0.02181,-0.013104
2,7,0,-4.05604e-07,-0.00414392,0,-0.00409816
